"","seqnames","start","end","width","strand","Conc","Conc_0","Conc_6","Fold","p.value","FDR"
"18018","NC_000079.7",75279906,75280306,401,"*",5.8852132110704,4.78235504752199,6.50289424724955,-1.37167178728303,1.98816058682007e-06,0.000104665351942303
"10759","NC_000073.7",139731054,139731454,401,"*",10.8311841749657,11.1243411139406,10.4628591495318,0.561187391125009,2.02876406392763e-06,0.000106492420646341
"22694","NC_000084.7",42711330,42711730,401,"*",4.76848317979874,5.46576232680309,3.36706203856408,1.60265371107977,2.04125321430768e-06,0.000106837418234069
"11513","NC_000074.7",72990687,72991087,401,"*",3.6687159357941,1.17459710238195,4.53463570121122,-2.80478191218565,2.04921700939318e-06,0.000106944253001771
"7561","NC_000071.7",128866610,128867010,401,"*",7.16679973333903,7.60146374526105,6.5417645753104,0.869163315667419,2.11584047943561e-06,0.000110102972729593
"21507","NC_000083.7",30795922,30796322,401,"*",8.56831261942152,8.84023615628965,8.23294728254463,0.518109435111161,2.15342482965881e-06,0.000111719206983383
"14942","NC_000077.7",22786157,22786557,401,"*",7.50083288609458,7.09509879937062,7.81714999932259,-0.603034148096394,2.15927359124997e-06,0.000111719206983383
"9112","NC_000072.7",136540576,136540976,401,"*",7.10871199763068,7.50774622799343,6.55523312815022,0.785760969143816,2.20369263267099e-06,0.000113691651051829
"1650","NC_000068.8",3780658,3781058,401,"*",6.97215126484691,6.36256858593186,7.39934306746032,-0.853756069753469,2.24607355744962e-06,0.000115548006344353
"12321","NC_000075.7",21128432,21128832,401,"*",4.86894516904936,5.52198731308944,3.64300723586685,1.4893698175549,2.48610250857071e-06,0.000127532821014947
"10427","NC_000073.7",110228250,110228650,401,"*",7.31047535827308,6.35878273752259,7.87896913589416,-1.2134614335813,2.55671123973325e-06,0.000130783384860802
"1309","NC_000067.7",164107987,164108387,401,"*",7.22853399950254,7.53987800172262,6.83096590995688,0.596778182363225,2.75345417216718e-06,0.000140449497137917
"7038","NC_000071.7",93191396,93191796,401,"*",4.94878675313872,3.59306304381928,5.63518529563077,-1.57919037027522,2.87776998074095e-06,0.000146240913954623
"7430","NC_000071.7",121997759,121998159,401,"*",7.23993749213838,7.75260711462166,6.43733048651472,1.05497790116725,2.88319019592655e-06,0.000146240913954623
"8558","NC_000072.7",81938800,81939200,401,"*",7.32803283983908,7.70524639551079,6.81586726970859,0.726453693700424,2.89193688982256e-06,0.000146273681847412
"17797","NC_000079.7",58152087,58152487,401,"*",7.56348400166206,8.09617373989052,6.70981664503439,1.10124554509828,2.98096020217706e-06,0.000150355302711484
"20201","NC_000081.7",98067322,98067722,401,"*",9.24165529288397,9.54595038611663,8.85553550046941,0.579389381921089,2.99180954476977e-06,0.000150482186489994
"2102","NC_000068.8",49206260,49206660,401,"*",8.10115347901221,8.49064050209113,7.56597321673842,0.75014388338804,3.01441879828141e-06,0.000151198222890465
"15011","NC_000077.7",30842180,30842580,401,"*",7.04483362286806,7.46162445795354,6.45635804496504,0.806488210504496,3.11930061745557e-06,0.000156025515926303
"5665","NC_000070.7",123420614,123421014,401,"*",5.96793310150173,5.23953670881585,6.44967177502926,-0.972199270097529,3.20980268668001e-06,0.000160108859429229
"8637","NC_000072.7",86825597,86825997,401,"*",8.75997250320727,8.98496180083725,8.49329459958227,0.437521098900928,3.42027875678762e-06,0.000170137668075245
"1760","NC_000068.8",19399316,19399716,401,"*",6.06000080879034,6.58226104734807,5.23324709533446,1.06996777821162,3.44080640453933e-06,0.000170533433040902
"12704","NC_000075.7",56134538,56135243,706,"*",6.67443116950566,6.17155352248531,7.04660570884988,-0.716985887197245,3.44712316885027e-06,0.000170533433040902
"11866","NC_000074.7",109263046,109263446,401,"*",4.70698821048108,5.35909079467675,3.48450086391155,1.40669087977088,3.57758050287419e-06,0.000176503746285244
"9120","NC_000072.7",136808338,136808738,401,"*",5.71951835703135,6.19419562321217,5.00732790648199,0.94139301930864,3.82052317862131e-06,0.000187975986475109
"1047","NC_000067.7",135292418,135292818,401,"*",3.82268830829014,4.56447463506384,2.21337751729435,1.89974863034023,3.90704979080588e-06,0.000191193731882325
"12705","NC_000075.7",56164802,56165202,401,"*",8.23940671082651,7.69806862838742,8.63212714653251,-0.757864630002724,3.90930586685964e-06,0.000191193731882325
"6550","NC_000071.7",34151312,34151712,401,"*",9.14855043751158,9.45018340262234,8.76671631480511,0.568608907067368,3.91768736758377e-06,0.000191193731882325
"13045","NC_000075.7",85726781,85727181,401,"*",8.18223881217424,7.61108279845895,8.59032320208903,-0.794347852175114,3.93278766827599e-06,0.000191413334032505
"10167","NC_000073.7",83546859,83547259,401,"*",9.60661995165714,9.87369330470061,9.27861215515946,0.507572435084024,4.06872050322373e-06,0.000197497005716965
"15457","NC_000077.7",68834046,68834446,401,"*",5.60442549836621,6.04176268401966,4.9738021437979,0.859889927165059,4.15736664946309e-06,0.000201258899703365
"15581","NC_000077.7",76101812,76102212,401,"*",6.69423098785306,7.10168222517416,6.1243223750669,0.781160721706164,4.26910665118614e-06,0.000206115665241893
"1974","NC_000068.8",32000025,32000425,401,"*",6.99473604718193,7.36071282948743,6.50315680915624,0.700896941945621,4.32164721327947e-06,0.000207821495223122
"4445","NC_000069.7",118314871,118315271,401,"*",3.22868390333419,1.2501880999334,4.03294046328277,-2.27120366787388,4.32745651015639e-06,0.000207821495223122
"16974","NC_000078.7",83535330,83535730,401,"*",3.1935878973996,3.95922315911569,1.45605258391377,1.89086094302338,4.39807322640431e-06,0.00021065254177502
"2536","NC_000068.8",102472817,102473217,401,"*",6.73012428589511,7.08654158250336,6.25570677150227,0.677591750263136,4.44823017502897e-06,0.000212491249392852
"7817","NC_000071.7",144486002,144486402,401,"*",9.9050879137562,9.57273841510785,10.1750283336239,-0.51092496628988,4.49232886553916e-06,0.000214031615633353
"22725","NC_000084.7",46300334,46300734,401,"*",6.32391377746596,5.6436068778882,6.78436015920756,-0.916680975716382,4.50836702733248e-06,0.000214230482664586
"16245","NC_000077.7",119007226,119007626,401,"*",4.21332245977863,2.7779144218931,4.91842250408302,-1.62275557117088,4.82513135748363e-06,0.000228680831816488
"10071","NC_000073.7",75398972,75399372,401,"*",6.61799362652167,5.95614346625103,7.06999099322131,-0.887285972611084,4.88557741945527e-06,0.000230939454091895
"13697","NC_000076.7",25868875,25869275,401,"*",7.99582444169575,7.48221008681239,8.37381951429908,-0.725694969868349,4.91175713132539e-06,0.000231570753316821
"11631","NC_000074.7",85542081,85542481,401,"*",6.49679719921099,6.96235834525659,5.80514795781764,0.924275351110877,5.02630699703135e-06,0.000236354232930716
"16587","NC_000078.7",34423805,34424205,401,"*",7.12605659875005,6.21750468974537,7.67920126174294,-1.14777314746805,5.05063940100362e-06,0.000236881547179019
"22233","NC_000084.7",3267786,3268186,401,"*",8.02391146111468,7.31422530323772,8.49748732734169,-0.943524947168986,5.13579321202791e-06,0.000240251342045565
"16523","NC_000078.7",26528324,26528724,401,"*",6.80462308356546,7.22700018061577,6.20486840957665,0.817368118262381,5.29981544749495e-06,0.000247283637042419
"12051","NC_000074.7",123293805,123294205,401,"*",5.76755165373729,6.26444786994386,5.0034641422272,0.990415148727043,5.32478000727532e-06,0.000247808125235491
"7750","NC_000071.7",140509540,140509940,401,"*",7.2974386251385,7.6196386211522,6.88194784340801,0.610743436384337,5.4376223788778e-06,0.000252409119011302
"21756","NC_000083.7",46867163,46867563,401,"*",6.13846512645829,6.58891344962841,5.47996175389882,0.87771430818435,5.57826658315725e-06,0.000258273742800181
"2952","NC_000068.8",143790116,143790516,401,"*",7.22989883429258,7.56947605365835,6.78495768124074,0.637697955737459,5.64308009778793e-06,0.000260606387022395
"3211","NC_000068.8",164953747,164954147,401,"*",8.66780688783189,9.00176031515734,8.2325017052313,0.628145190677958,5.65954854286404e-06,0.000260700173567592
"18022","NC_000079.7",75857572,75857972,401,"*",6.91023562597452,6.23218532369885,7.36965742503354,-0.906353453520435,5.88259142746812e-06,0.000270284868717028
"23280","NC_000085.7",10225349,10225749,401,"*",9.76652860841237,10.0181006724222,9.46162505929107,0.477972176383538,5.94684773708216e-06,0.000272543729920032
"9236","NC_000073.7",3345428,3345828,401,"*",3.9495668307048,4.9495668307048,0,5.25561019807794,5.97846974440785e-06,0.000273299311834867
"16336","NC_000078.7",4642216,4642616,401,"*",8.66670025227193,8.27455967838448,8.97471370677118,-0.578879900075301,6.17153887261947e-06,0.000281412821774974
"12120","NC_000074.7",126195061,126195461,401,"*",8.83023358341274,8.4356681314337,9.13973754228189,-0.579796091510793,6.52771258201757e-06,0.000296904045575545
"20101","NC_000081.7",87641922,87642322,401,"*",11.2750741696486,11.4960918244681,11.0139622387304,0.424219562500658,6.59804120589396e-06,0.000298669368755343
"14372","NC_000076.7",85890579,85890979,401,"*",8.89619886660673,9.20989668718571,8.49477500541727,0.586829282376399,6.59960558970936e-06,0.000298669368755343
"16365","NC_000078.7",8548225,8548625,401,"*",10.5517204663119,10.7907002022557,10.265138682114,0.454658700352932,6.73109375664269e-06,0.000303858399909242
"6352","NC_000071.7",18471909,18472309,401,"*",6.35343324436274,7.03310969226786,5.02506907306639,1.50839063742009,6.9437183188716e-06,0.000312675116418615
"12754","NC_000075.7",58397365,58397765,401,"*",12.1368311809067,12.3382863633964,11.9026076337952,0.389285978233569,6.9893495146673e-06,0.000313946975587929
"18874","NC_000080.7",58310473,58310873,401,"*",6.26188835693785,5.60803626096122,6.71017510652285,-0.87941580583919,7.10206151684875e-06,0.000318218175706545
"2676","NC_000068.8",119571316,119571716,401,"*",7.44462332227865,7.77417150911776,7.01679554124638,0.61540306740083,7.16489931593957e-06,0.000320239076603765
"4330","NC_000069.7",105576517,105576917,401,"*",9.17728571940214,9.4844800206442,8.78647501511,0.572489387675864,7.30210817564346e-06,0.000325565845253318
"11523","NC_000074.7",73541664,73542064,401,"*",11.0525576303882,11.3787465727963,10.6303906343501,0.610189026367918,7.3800682184354e-06,0.000328231260641104
"18230","NC_000079.7",99551457,99551857,401,"*",6.37340153209516,6.90949086974021,5.51080898918447,1.08287269600112,7.50728230509603e-06,0.000333068787673511
"4905","NC_000070.7",32215872,32216272,401,"*",3.79646418514275,1.72389199765946,4.6138948558649,-2.1953719523003,7.53049640027135e-06,0.000333279837009068
"7546","NC_000071.7",127783984,127784384,401,"*",8.82024788442163,9.07904928840285,8.50464609548412,0.488736971854362,7.60335370769152e-06,0.000334865374378643
"1009","NC_000067.7",132866267,132866667,401,"*",8.76671089549987,9.06521859939053,8.38988180128513,0.560086053363877,7.60341161296139e-06,0.000334865374378643
"19540","NC_000081.7",28025788,28026188,401,"*",4.671881664766,3.3975521455495,5.33780443632344,-1.4433585094728,8.26795461954196e-06,0.000363246852956373
"9380","NC_000073.7",15676618,15677018,401,"*",8.02168935502278,7.3079760341785,8.497035042573,-0.927938742911861,8.47525702121912e-06,0.000370692642372295
"5870","NC_000070.7",133408592,133408992,401,"*",9.20463795866839,9.42662640646071,8.94216892582569,0.422952584650743,8.48312347479218e-06,0.000370692642372295
"15986","NC_000077.7",100988867,100989267,401,"*",8.41516404615833,8.66760532365456,8.10898121683059,0.477508494130214,8.49901722003269e-06,0.000370692642372295
"21004","NC_000082.7",85592310,85592710,401,"*",7.58410536211989,6.85550040879924,8.06593417209299,-0.946445949277434,8.59102488876626e-06,0.000373802738352897
"9157","NC_000072.7",141444358,141444758,401,"*",7.43029935958995,6.88797432101248,7.82353608321901,-0.746416937344202,8.61187377411461e-06,0.000373809146007662
"1439","NC_000067.7",176662487,176662887,401,"*",3.81315375591407,2.26993872531585,4.54162290713369,-1.70831905017354,9.01842201857468e-06,0.000390517137624468
"15668","NC_000077.7",80371091,80371491,401,"*",10.621189531682,11.0661101474059,9.97453718805083,0.856627697906791,9.08579816196496e-06,0.000392451985580855
"16223","NC_000077.7",117864315,117864715,401,"*",5.47596078270409,5.93331268753477,4.8024537222861,0.88050476281384,9.10657262880757e-06,0.000392451985580855
"19761","NC_000081.7",60694686,60695086,401,"*",6.89867502453504,7.29667872649157,6.34718838739439,0.750535102395345,9.36921056610161e-06,0.000402809131409754
"17443","NC_000079.7",17978364,17978764,401,"*",6.82384728294172,6.15863423658503,7.27739586134263,-0.875535175126205,9.43961788145219e-06,0.000404371118521502
"15718","NC_000077.7",83939677,83940077,401,"*",3.90849597185866,4.90849597185866,0,4.91219319874652,9.45033017755297e-06,0.000404371118521502
"8603","NC_000072.7",85423866,85424266,401,"*",9.0749993820653,9.36841158928783,8.70627050493049,0.547874499930564,9.53522499654543e-06,0.000407039143646858
"3406","NC_000068.8",180301083,180301483,401,"*",11.7678157542299,11.9715361972903,11.5305226659522,0.390870628138458,9.60227425460249e-06,0.000408008868800887
"574","NC_000067.7",75192182,75192582,401,"*",12.9692332966637,13.2148269807876,12.6730772191886,0.463943857021541,9.60313281499567e-06,0.000408008868800887
"19461","NC_000081.7",13034358,13034758,401,"*",9.94164609777491,9.25407785714668,10.4053736548483,-0.898785670239647,9.80752458579512e-06,0.000415714721703527
"5557","NC_000070.7",116453735,116454135,401,"*",7.08096399609022,7.42284613040995,6.63204393239237,0.637833027323779,1.01348001699522e-05,0.000428580999224419
"10070","NC_000073.7",75397382,75397782,401,"*",6.44063166253115,5.59682157436114,6.96953282358279,-1.04860819100668,1.027308847419e-05,0.000433413921912265
"10518","NC_000073.7",120994783,120995183,401,"*",5.2004157478914,4.39902853596507,5.71259490754721,-1.01372225931003,1.0321197848592e-05,0.000434428600354374
"576","NC_000067.7",75240121,75240521,401,"*",5.79440033555386,5.09479707701365,6.26351370330604,-0.91154041612673,1.13877268549561e-05,0.000478205078651029
"14955","NC_000077.7",24114042,24114442,401,"*",8.44674694043599,8.81303675013652,7.95460033427267,0.683192788258906,1.15859944056707e-05,0.000485402090448251
"22265","NC_000084.7",6979025,6979425,401,"*",4.62399277140261,3.02124779313031,5.36448870941318,-1.72163352142078,1.19855268024978e-05,0.000500978373779403
"10050","NC_000073.7",73425531,73425931,401,"*",6.34183055568526,6.87995465963173,5.47385933712738,1.05256760994117,1.20275913781264e-05,0.000501575560080434
"13586","NC_000076.7",11332908,11333308,401,"*",6.83954527501405,7.16989679620466,6.41035850894892,0.608016155367294,1.26588161741535e-05,0.000526177934234549
"22242","NC_000084.7",4675662,4676062,401,"*",7.84315139883144,7.27489367327841,8.24976341273442,-0.763775728921121,1.26758266263515e-05,0.000526177934234549
"13647","NC_000076.7",19809540,19809940,401,"*",5.27979758503856,4.44530256851951,5.80508543382735,-1.03362206521103,1.27540646462341e-05,0.000528211342470297
"14940","NC_000077.7",22468462,22468862,401,"*",7.13649717494964,7.60100077125876,6.4472037531929,0.88636337179761,1.30012132719426e-05,0.000537214892566289
"8782","NC_000072.7",108052988,108053388,401,"*",5.39498187656652,5.90589775317413,4.59672983715014,0.986788631757189,1.34002049848132e-05,0.000552437217832813
"22240","NC_000084.7",4672495,4672895,401,"*",8.94840460034269,8.54042172200091,9.26608330483152,-0.586471941378275,1.35504279281579e-05,0.000557357806603068
"6677","NC_000071.7",45740051,45740451,401,"*",4.491684708216,5.12284615355395,3.3434873371792,1.26310626827694,1.37312697211083e-05,0.000563512584895574
"23708","NC_000085.7",56532491,56532891,401,"*",7.54186838530395,7.11723045586429,7.869526221812,-0.607240600773405,1.38909008238171e-05,0.000568770966384727
"3344","NC_000068.8",174547476,174547876,401,"*",4.7914234285602,5.35483534710591,3.85420847943284,1.10253620488476,1.40456489720216e-05,0.000573806071239354
"21511","NC_000083.7",31333132,31333532,401,"*",8.77514270687472,9.08647008489041,8.37760179035989,0.575295416496394,1.44150707496738e-05,0.000587568696448892
"3341","NC_000068.8",174487556,174487956,401,"*",4.59430611215983,5.171836318963,3.6163759863501,1.14884727753167,1.46952661563398e-05,0.000597640587804117
"15117","NC_000077.7",45838916,45839316,401,"*",6.45343501848358,6.84096562541631,5.92196123390231,0.724301177021401,1.47416404921154e-05,0.000598179331159837
"8156","NC_000072.7",32125906,32126306,401,"*",10.2472877996787,10.5117716239148,9.92318284320051,0.491839376357703,1.48746126948852e-05,0.00060222170724561
"17145","NC_000078.7",100845277,100845677,401,"*",6.72676903674354,7.21388864701591,5.98584587397528,0.927465391190364,1.49845100148076e-05,0.000605093414285343
"8903","NC_000072.7",118570714,118571114,401,"*",7.21198542304362,7.59956959730601,6.68041034738422,0.718842004701222,1.50125629727991e-05,0.000605093414285343
"22297","NC_000084.7",12026750,12027150,401,"*",4.65179313131308,3.70158051563962,5.21977056153002,-1.13990713678983,1.52412864460728e-05,0.000612944118834602
"14217","NC_000076.7",79787679,79788079,401,"*",6.43151718354478,5.75981398897134,6.88804461356197,-0.864989166314179,1.53553581976111e-05,0.000616159339942807
"9839","NC_000073.7",45474753,45475153,401,"*",8.11912328501556,8.45294243910137,7.68404692807895,0.613402226547059,1.564637246576e-05,0.000625810459509286
"17500","NC_000079.7",25173828,25174228,401,"*",8.49411169735077,8.78425862595922,8.13053483978549,0.532726281850452,1.5670518985092e-05,0.000625810459509286
"6372","NC_000071.7",21156794,21157194,401,"*",5.53736530586527,6.02738064067664,4.7896360969525,0.925519554774896,1.57199889366675e-05,0.000625810459509286
"9524","NC_000073.7",25385674,25386074,401,"*",7.7890008886093,8.07802532236203,7.42718820060906,0.532308496510897,1.57345045476666e-05,0.000625810459509286
"11626","NC_000074.7",85388055,85388455,401,"*",9.03414081103407,8.53867334701315,9.4022589744121,-0.679293274393923,1.58051673686319e-05,0.000627239356429421
"22134","NC_000083.7",84873288,84873688,401,"*",4.48488415319862,1.88859589825937,5.36037848988045,-2.5207213555292,1.5979352212476e-05,0.000632761322150611
"3699","NC_000069.7",39064362,39064762,401,"*",7.73499502132361,7.39498735346803,8.0099578181334,-0.509734906997306,1.61979538120108e-05,0.000640014118125775
"23289","NC_000085.7",10641809,10642209,401,"*",5.50792465981223,6.02573685870687,4.69244021398144,0.989080466633194,1.70053209161964e-05,0.000670447772453622
"12304","NC_000075.7",20526747,20527147,401,"*",4.49062459544258,5.05992620057661,3.53661238576371,1.11485617781796,1.70867231524574e-05,0.000672189455259091
"17814","NC_000079.7",59237420,59237820,401,"*",3.40781063185311,1.02372039756248,4.26255196715238,-2.34526075735255,1.73402026721161e-05,0.000680678347066087
"12322","NC_000075.7",21141417,21141817,401,"*",9.98339256328414,10.2203433916136,9.69972637809308,0.446009967407143,1.78225773887951e-05,0.000698096051864365
"14263","NC_000076.7",80669384,80669784,401,"*",8.93060732820471,8.604740457056,9.19626162339429,-0.491153258309126,1.79149342908087e-05,0.000700194736989466
"12640","NC_000075.7",50842033,50842433,401,"*",4.36131692890896,2.0753676730775,5.2052602322971,-2.26616798464616,1.80316791243824e-05,0.000703235485850914
"16569","NC_000078.7",32428792,32429192,401,"*",5.4466416976679,4.56286701542727,5.99068424922004,-1.06952132403294,1.90440320733427e-05,0.000740295309977475
"21629","NC_000083.7",35176366,35176766,401,"*",7.39378157187509,6.7811894331732,7.8224379608174,-0.796931838123252,1.90639264074611e-05,0.000740295309977475
"9698","NC_000073.7",36401594,36401994,401,"*",5.69916024729221,4.99237129522384,6.17145846786585,-0.902070426314077,1.96439925833796e-05,0.000761183635360697
"5479","NC_000070.7",106510547,106510947,401,"*",6.87977057726849,7.23923413890074,6.39991868076207,0.662140446156367,1.97432546158468e-05,0.000763391752887249
"2012","NC_000068.8",34665748,34666148,401,"*",13.6515301635445,13.9222771195821,13.317955380248,0.500252195910137,2.04507275592163e-05,0.000788167187743236
"1013","NC_000067.7",133060785,133061185,401,"*",10.7994640887887,10.5164184196944,11.0359822137839,-0.443282873258699,2.04713081382056e-05,0.000788167187743236
"10960","NC_000074.7",13848140,13848540,401,"*",9.40247888946911,9.64996638177395,9.1035614741123,0.46089788199491,2.05354183511185e-05,0.000788953296098183
"20776","NC_000082.7",49858523,49858923,401,"*",5.03659135776778,3.3978423450013,5.78407774197184,-1.67910913947825,2.05872275289847e-05,0.000789264474502923
"13698","NC_000076.7",25869417,25869817,401,"*",7.20523411287963,6.44689325846907,7.69972569784251,-0.945547977997457,2.07107406979739e-05,0.000792317467761262
"18044","NC_000079.7",78347347,78347747,401,"*",7.04884014278301,6.45721691909268,7.46719650706526,-0.775284275628108,2.0868154930033e-05,0.000796651741166186
"15157","NC_000077.7",50090565,50090965,401,"*",7.41191013821824,7.82102849868457,6.83871355382415,0.756406126515144,2.10784046336986e-05,0.000802980490444507
"12348","NC_000075.7",22068984,22069384,401,"*",8.63217545959688,8.90128581481333,8.30108519011197,0.495978498820612,2.15511506415935e-05,0.000819261320284745
"23069","NC_000084.7",84226770,84227170,401,"*",5.20496799178144,5.7907780434637,4.20242234729363,1.13149334158634,2.16682316797971e-05,0.000821981637483395
"11213","NC_000074.7",37684007,37684407,401,"*",6.39750475200685,5.62619587543968,6.89740349506515,-0.942078564760485,2.18592159087127e-05,0.000826747894550819
"20168","NC_000081.7",95365430,95365830,401,"*",4.78859309376267,3.80351834602939,5.36854599924338,-1.14882256961415,2.1885445732696e-05,0.000826747894550819
"3154","NC_000068.8",160447499,160447899,401,"*",6.60131077530093,5.80771163945152,7.11034469796386,-0.973251249153735,2.21266891021809e-05,0.000834116127595158
"23592","NC_000085.7",46073312,46073712,401,"*",5.65860550657726,6.07984822972923,5.06115191104059,0.778881534844329,2.22483250978287e-05,0.00083435464393344
"6245","NC_000070.7",156075776,156076176,401,"*",6.79070718628129,7.20690239041697,6.20342648507843,0.764531238840741,2.2265267985306e-05,0.00083435464393344
"19834","NC_000081.7",73077108,73077508,401,"*",10.1378787329627,10.4482977099788,9.74182138692896,0.565741751788224,2.22716363945239e-05,0.00083435464393344
"3037","NC_000068.8",152671454,152671854,401,"*",9.68555198488062,9.9151004044679,9.41243917280708,0.430327486974606,2.27660531476901e-05,0.000851111017987248
"4107","NC_000069.7",89300176,89300576,401,"*",5.84708924714091,5.01854261169293,6.37005270704748,-1.00697760626878,2.28584291243903e-05,0.000852798873345279
"20508","NC_000082.7",22286477,22286877,401,"*",8.15271532169011,8.51483056996495,7.66810682934366,0.658252471429867,2.29819332695141e-05,0.00085563869906725
"17763","NC_000079.7",55088751,55089151,401,"*",3.62561455480966,4.29102462110207,2.35325096904391,1.35336057688684,2.42605727274906e-05,0.000901385106461516
"14090","NC_000076.7",69837974,69838374,401,"*",8.26943671812765,7.90496946451997,8.5601493303448,-0.53280954972502,2.44617396987189e-05,0.000906993087761331
"19235","NC_000080.7",104717157,104717557,401,"*",7.84131661963665,8.22181613496037,7.32304436442218,0.690452113477019,2.52095249625994e-05,0.000932804082478806
"9985","NC_000073.7",64153684,64154084,401,"*",4.00070927894743,2.72985172476783,4.66572598361253,-1.3484822518485,2.5629780066979e-05,0.000946415007503966
"14104","NC_000076.7",70275225,70275625,401,"*",6.57841635712369,6.89181652053663,6.17748100326856,0.566662083252854,2.57057068427874e-05,0.000947281527469821
"1017","NC_000067.7",133228572,133228972,401,"*",6.1967569400713,6.63621766647147,5.56167147973761,0.821864949081641,2.58274480187715e-05,0.000949829386710708
"3891","NC_000069.7",63822745,63823145,401,"*",8.79466966999654,9.14963675272501,8.32282807473212,0.640979211229762,2.70695703456888e-05,0.000993486243357933
"9717","NC_000073.7",37267265,37267665,401,"*",7.1063677388844,6.71458773289694,7.41415921668976,-0.563886747089672,2.73645621290307e-05,0.00100065296334072
"22946","NC_000084.7",74103905,74104305,401,"*",9.09247276663251,8.46167137701797,9.5298948659864,-0.806778988215191,2.73756750230003e-05,0.00100065296334072
"1837","NC_000068.8",25465855,25466255,401,"*",8.76939284094918,9.03699564497176,8.44058490966684,0.492775519907947,2.85680414333295e-05,0.00104212752355885
"11106","NC_000074.7",26473148,26473548,401,"*",6.34748250240748,6.85805798114796,5.55007361813648,0.956697811658556,2.93165325399909e-05,0.00106676247928562
"13234","NC_000075.7",107928574,107928974,401,"*",8.15874672838209,7.84199607885701,8.41831915259776,-0.47930104497986,2.93615192005845e-05,0.00106676247928562
"15019","NC_000077.7",31310050,31310450,401,"*",8.90852373807396,8.40804710114839,9.27938747948451,-0.670368033214859,2.96844259335829e-05,0.00107632867285684
"21772","NC_000083.7",47202344,47202744,401,"*",9.52992411564033,9.21812423793094,9.7861666577566,-0.472515041552114,2.99458528593536e-05,0.0010836317937502
"3674","NC_000069.7",37696734,37697134,401,"*",6.89866654522092,7.3754907491391,6.18157647152255,0.883153867453397,3.00831844928842e-05,0.0010858618738989
"17925","NC_000079.7",67556237,67556637,401,"*",8.28983689035507,7.39643146549444,8.83744279408903,-1.04273166433107,3.01277509455253e-05,0.0010858618738989
"11590","NC_000074.7",83997620,83998020,401,"*",9.73976682930412,9.97709902445888,9.45555337111401,0.440472614033995,3.0850534346482e-05,0.00110789840022236
"9055","NC_000072.7",129509389,129509789,401,"*",5.387364814442,5.90223855328592,4.57925820327724,0.943582354811384,3.08618760210359e-05,0.00110789840022236
"7420","NC_000071.7",121524570,121524970,401,"*",5.45062035904074,6.0261384836922,4.47858810182836,1.09278975472349,3.10349694268863e-05,0.00111190167250255
"3419","NC_000068.8",180552536,180552936,401,"*",9.7611160339767,10.0155534174632,9.45198817355218,0.468427539748726,3.21428556381257e-05,0.00114931394902502
"14065","NC_000076.7",67937595,67937995,401,"*",6.3443579317356,5.29798970797823,6.94445114548077,-1.15517209219731,3.25875506007952e-05,0.0011629118600762
"1464","NC_000067.7",179437757,179438157,401,"*",8.39772204274683,8.68997604713492,8.03082404203645,0.530199725634535,3.27634358919437e-05,0.00116688237061307
"16035","NC_000077.7",103540923,103541323,401,"*",11.0794325578669,11.3517895098944,10.7434067086818,0.497965148670543,3.30677071601257e-05,0.00117540076415431
"20270","NC_000081.7",101622051,101622451,401,"*",3.09710965709471,3.79311190563818,1.70114501862499,1.44576697124739,3.46083277716654e-05,0.00122682495806861
"6366","NC_000071.7",20907783,20908183,401,"*",10.3032292756149,10.6387166559959,9.86530586834381,0.602942854562514,3.46503144827484e-05,0.00122682495806861
"12825","NC_000075.7",64607699,64608099,401,"*",5.01127254215609,5.59745433967953,4.00760845658158,1.10586258370884,3.51802254902337e-05,0.001243149377059
"383","NC_000067.7",53964784,53965184,401,"*",7.18833231909057,6.78802307259815,7.50135074564863,-0.57239818553368,3.52983551433308e-05,0.00124488749770142
"12816","NC_000075.7",63665519,63665919,401,"*",4.87154965884493,5.39397160117722,4.04438394258494,0.976866043980618,3.56976302932898e-05,0.00125651483470942
"12381","NC_000075.7",27696733,27697133,401,"*",2.87088877146185,3.67165651641508,0.91617562085581,1.76298705993157,3.67458751786299e-05,0.00129089546323058
"777","NC_000067.7",97573583,97573983,401,"*",9.86576413723318,10.2106303236467,9.41166693473372,0.618482837417407,3.71164847472058e-05,0.00130138323316562
"11867","NC_000074.7",109263806,109264206,401,"*",4.58797159458411,5.26013474162814,3.28943946368239,1.32204243928098,3.72745836357694e-05,0.00130439371455637
"7397","NC_000071.7",120336255,120336655,401,"*",7.6613097953974,7.98833441366669,7.23773787586496,0.589576911852817,3.7630572251988e-05,0.00131430414536586
"17519","NC_000079.7",28602795,28603195,401,"*",8.6729338224386,7.98374246468578,9.13739154466884,-0.851403424809412,3.82279974551878e-05,0.00133259256766086
"11476","NC_000074.7",71152531,71152931,401,"*",11.6915203597131,11.4436520252309,11.9029814241375,-0.396982425650365,3.89032598883005e-05,0.0013535186200444
"20646","NC_000082.7",35133984,35134384,401,"*",7.45606745188509,7.81232293538721,6.98193771193654,0.641243131329137,3.92423991034906e-05,0.00136269230886871
"4180","NC_000069.7",95234824,95235224,401,"*",7.44223878823736,7.74052108233762,7.06576959357795,0.537256350083503,3.97319448253156e-05,0.00137607727999874
"2818","NC_000068.8",129472420,129472820,401,"*",11.3005470058816,11.5751342848599,10.9611142641766,0.499551108534995,3.9780270264127e-05,0.00137607727999874
