"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","refseq","ensembl"
"Ndufaf1",501.174568322132,-0.188252615530912,0.0781044843684292,-2.41026641495896,0.0159408753373738,0.0577148283822898,"Ndufaf1","69702","NADH:ubiquinone oxidoreductase complex assembly factor 1","NM_001356467","ENSMUSG00000027305"
"Rtf1",5176.97961475651,-0.248674387058306,0.0953077350118587,-2.60917319068976,0.00907612938820681,0.0361799636050714,"Rtf1","76246","RTF1, Paf1/RNA polymerase II complex component","NM_030112","ENSMUSG00000027304"
"Ltk",288.572879241618,-0.241054155029334,0.0832985112249288,-2.89385910365699,0.00380538875929761,0.0173827490141775,"Ltk","17005","leukocyte tyrosine kinase","NM_008523","ENSMUSG00000027297"
"Rpap1",1341.02065821445,-0.751877819034857,0.121293346030606,-6.19883813614258,5.68814921127914e-10,1.13628315529487e-08,"Rpap1","68925","RNA polymerase II associated protein 1","NM_001163701","ENSMUSG00000034032"
"Tyro3",11576.4037769702,-0.237183902929808,0.0996652866650516,-2.37980455248094,0.0173218226966142,0.0615148789744086,"Tyro3","22174","TYRO3 protein tyrosine kinase 3","NM_001290800","ENSMUSG00000027298"
"Ehd4",480.99315054813,0.670157906827988,0.0940793390630239,7.12332711413979,1.05352378958148e-12,3.01573312239004e-11,"Ehd4","98878","EH-domain containing 4","NM_001418914","ENSMUSG00000027293"
"Vps39",3621.19886172131,-0.237360335758865,0.0733248914006471,-3.23710449787001,0.00120749186682146,0.0064366872407369,"Vps39","269338","VPS39 HOPS complex subunit","NM_001363053","ENSMUSG00000027291"
"Zfp106",11063.7869402952,0.340383680928014,0.112867244539753,3.01578799337241,0.00256312403606071,0.012429117349469,"Zfp106","20402","zinc finger protein 106","NM_001420972","ENSMUSG00000027288"
"Stard9",679.880304575508,0.654382767621606,0.111054968886515,5.89242223182567,3.80575219136726e-09,6.77049428502375e-08,"Stard9","668880","StAR related lipid transfer domain containing 9","NM_001370940","ENSMUSG00000033705"
"Ttbk2",3275.25786732264,0.802663059987461,0.233331300988603,3.44001450549778,0.000581683010015835,0.00344249874898817,"Ttbk2","140810","tau tubulin kinase 2","NM_001024856","ENSMUSG00000090100"
"Zscan29",206.23188236521,0.543511809699425,0.117797186927448,4.61396255611924,3.95063628003367e-06,3.96608069381963e-05,"Zscan29","99334","zinc finger SCAN domains 29","NM_001290819","ENSMUSG00000050619"
"Trp53bp1",8883.59414518366,0.384574436722391,0.0461322364811871,8.3363492875361,7.66193674425113e-17,3.47217026013774e-15,"Trp53bp1","27223","transformation related protein 53 binding protein 1","NM_001290830","ENSMUSG00000043909"
"Map1a",103955.379700149,0.1917598625842,0.0839284989047155,2.28480033703338,0.0223245378990749,0.0756924008866645,"Map1a","17754","microtubule-associated protein 1 A","NM_001173506","ENSMUSG00000027254"
"Ppip5k1",4114.4903553478,-0.377045980292441,0.0627435682004066,-6.00931682890801,1.86306722881417e-09,3.44230325624174e-08,"Ppip5k1","327655","diphosphoinositol pentakisphosphate kinase 1","NM_001407864","ENSMUSG00000033526"
"Wdr76",211.816121362939,-0.260713286284511,0.116909864268416,-2.23003668609121,0.0257450074664263,0.0848699139158338,"Wdr76","241627","WD repeat domain 76","NM_001290986","ENSMUSG00000027242"
"Frmd5",1764.15735740281,1.41475162338876,0.0927714506378528,15.2498598832033,1.64986788394195e-52,8.59823795163745e-50,"Frmd5","228564","FERM domain containing 5","NM_001360084","ENSMUSG00000027238"
"Golm2",5029.27880212493,0.550574171168161,0.225736739364874,2.43901002874959,0.0147275595300735,0.0540844823447404,"Golm2","319996","golgi membrane protein 2","NM_001205369","ENSMUSG00000060227"
"B2m",974.489879755345,0.256755929945371,0.0837791547893377,3.06467558178383,0.00217906225026619,0.0107791189314535,"B2m","12010","beta-2 microglobulin","NM_009735","ENSMUSG00000060802"
"Sord",1088.57122632247,0.600608733691463,0.112164387270577,5.35471862599847,8.56896562034198e-08,1.20407217943568e-06,"Sord","20322","sorbitol dehydrogenase","NM_146126","ENSMUSG00000027227"
"Duox2",27.6268378756388,0.70565739264987,0.326048467942945,2.16427145663924,0.0304435220053131,0.0965507009866015,"Duox2","214593","dual oxidase 2","NM_001362755","ENSMUSG00000068452"
"Duoxa2",26.9385798682272,1.06771328995814,0.292026068709826,3.65622594816726,0.000255955770337558,0.0016833113911212,"Duoxa2","66811","dual oxidase maturation factor 2","NM_025777","ENSMUSG00000027225"
"Shf",1373.24038102855,0.363452476592025,0.104707497275024,3.47112180169279,0.000518288848924108,0.00311307122511399,"Shf","435684","Src homology 2 domain containing F","NM_001013829","ENSMUSG00000033256"
"Bambi-ps1",69.2682767806565,-0.710345364473012,0.20399640454502,-3.48214649202919,0.000497411497417379,0.00300014328604817,"Bambi-ps1","81913","BMP and activin membrane-bound inhibitor, pseudogene (Xenopus laevis)","NR_027919",NA
"Bloc1s6",3156.42131477782,-0.149022971636573,0.0508679218075619,-2.92960605311026,0.00339391976718616,0.0157922437906438,"Bloc1s6","18457","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin","NM_019788","ENSMUSG00000005804"
"Dut",1198.99520039992,-0.417844183618731,0.0761957471952561,-5.48382552831959,4.16225286273706e-08,6.19235587530126e-07,"Dut","110074","deoxyuridine triphosphatase","NM_001159646","ENSMUSG00000027203"
"Fbn1",940.671610496811,1.16778514731623,0.0757880420610718,15.4085673090116,1.43354905221105e-53,8.19388892133149e-51,"Fbn1","14118","fibrillin 1","NM_007993","ENSMUSG00000027204"
"Shc4",489.568298655919,0.428237471396764,0.130225309236578,3.28843505081483,0.00100746026804484,0.00548929535347062,"Shc4","271849","SHC (Src homology 2 domain containing) family, member 4","NM_199022","ENSMUSG00000035109"
"Eid1",15516.1104429542,0.387966412080707,0.0609471049775989,6.3656249500826,1.9449616296791e-10,4.17730607470108e-09,"Eid1","58521","EP300 interacting inhibitor of differentiation 1","NM_025613","ENSMUSG00000091337"
"Fam227b",7.1857773423666,-1.17827998770372,0.462581661828902,-2.54718265969554,0.0108596573800062,0.0420779070886355,"Fam227b","75823","family with sequence similarity 227, member B","NM_029455","ENSMUSG00000027209"
"Dtwd1",252.538642094956,-0.753604313726487,0.106669488839577,-7.06485352020249,1.60785507989343e-12,4.50784559503667e-11,"Dtwd1","69185","DTW domain containing 1","NM_001355583","ENSMUSG00000023330"
"Slc27a2",83.2627101818594,-1.18534445114963,0.145972410638924,-8.1203320953689,4.64909754386044e-16,1.92021816735812e-14,"Slc27a2","26458","solute carrier family 27 (fatty acid transporter), member 2","NM_011978","ENSMUSG00000027359"
"Hdc",19.1249577118003,-0.950195083225854,0.323543343658557,-2.93684015403085,0.00331574962954465,0.0154895248315058,"Hdc","15186","histidine decarboxylase","NM_008230","ENSMUSG00000027360"
"Blvra",675.747356938238,-0.227763682641601,0.0963784121523064,-2.36322302427713,0.018116763294117,0.0638080142621495,"Blvra","109778","biliverdin reductase A","NM_026678","ENSMUSG00000001999"
"Itpripl1",12.5373146483304,-0.837510657383537,0.364769863959667,-2.29599739488386,0.0216760303297437,0.0740747505135447,"Itpripl1","73338","inositol 1,4,5-triphosphate receptor interacting protein-like 1","NM_001163527","ENSMUSG00000074825"
"Snrnp200",10152.6631598761,-0.226120569085992,0.0730514123482646,-3.09536204458289,0.00196572792782226,0.00987375289793896,"Snrnp200","320632","small nuclear ribonucleoprotein 200 (U5)","NM_177214","ENSMUSG00000003660"
"Ciao1",1847.9294999207,-0.24480830197782,0.0565959380809769,-4.32554544157481,1.52154897141298e-05,0.000133334946708539,"Ciao1","26371","cytosolic iron-sulfur protein assembly 1","NM_025296","ENSMUSG00000003662"
"Stard7",9261.03955848742,-0.149190627796928,0.0508989777356162,-2.93111245911198,0.00337750488060828,0.01571999185172,"Stard7","99138","StAR related lipid transfer domain containing 7","NM_001362684","ENSMUSG00000027367"
"Gm46762",9.31841105513014,1.02674214209093,0.4350483824216,2.36006426773914,0.0182717693092504,0.0642375953155968,"Gm46762","108168790","predicted gene, 46762","XR_001783450",NA
"Dusp2",114.185565142003,0.501485616742159,0.143790262113361,3.48761876758245,0.000487342421910364,0.00294717418902039,"Dusp2","13537","dual specificity phosphatase 2","NM_010090","ENSMUSG00000027368"
"Kcnip3",6539.11495123511,-0.369117171408901,0.0810926097179996,-4.5517979097295,5.31894145277275e-06,5.17552573320595e-05,"Kcnip3","56461","Kv channel interacting protein 3, calsenilin","NM_001111331","ENSMUSG00000079056"
"Nphp1",758.602828085256,-0.348070220331849,0.0714746373734818,-4.86984241015525,1.11687286673796e-06,1.24386362826712e-05,"Nphp1","53885","nephronophthisis 1 (juvenile) homolog (human)","NM_001291012","ENSMUSG00000027378"
"Mtln",583.863268791031,0.181282510940884,0.072225991478076,2.50993454338265,0.0120753542632802,0.0458853103562217,"Mtln","67885","mitoregulin","NM_001384135","ENSMUSG00000051319"
"Bcl2l11",845.912638415341,0.376646217074084,0.147338231619705,2.55633729910813,0.0105780526372538,0.0411939592702197,"Bcl2l11","12125","BCL2 like 11","NM_001284410","ENSMUSG00000027381"
"Anapc1",4687.40424168547,-0.282584303007605,0.0429320702412401,-6.58212616861317,4.63767764613649e-11,1.07841220750515e-09,"Anapc1","17222","anaphase promoting complex subunit 1","NM_008569","ENSMUSG00000014355"
"Gm39931",11.2120661047274,-0.962343100498998,0.384968005492652,-2.49980020876661,0.0124263364025192,0.04697722524349,"Gm39931","105244292","predicted gene, 39931","XR_001783464",NA
"Fbln7",82.2917654688524,0.406169895099745,0.171203323641687,2.37244164692633,0.017670954167828,0.0625098097224485,"Fbln7","70370","fibulin 7","NM_024237","ENSMUSG00000027386"
"Zc3h6",841.555737755584,-0.533449464197939,0.179101510347639,-2.9784755201813,0.00289686168892005,0.013809361979583,"Zc3h6","78751","zinc finger CCCH type containing 6","NM_178404","ENSMUSG00000042851"
"Ttl",4405.59660707799,0.442822786797667,0.0556550228340416,7.95656464140039,1.76881741230383e-15,6.88828037991464e-14,"Ttl","69737","tubulin tyrosine ligase","NM_027192","ENSMUSG00000027394"
"Slc20a1",6334.83111626648,0.602989980044854,0.0483951245537799,12.4597257596635,1.237955875977e-35,2.35863872757382e-33,"Slc20a1","20515","solute carrier family 20, member 1","NM_001159593","ENSMUSG00000027397"
"Sirpa",18821.4573717182,-0.19853472542515,0.0841065630405502,-2.36051406986434,0.0182496260313424,0.064223460506327,"Sirpa","19261","signal-regulatory protein alpha","NM_001177646","ENSMUSG00000037902"
"Pdyn",852.303600672223,0.368721916826412,0.117089506915306,3.14906029191086,0.00163796397957006,0.00842225297562445,"Pdyn","18610","prodynorphin","NM_001286502","ENSMUSG00000027400"
"Stk35os1",158.996122240388,-0.399574092009974,0.128814698176273,-3.10192934243564,0.00192263843079051,0.00968920089737687,"Stk35os1","654409","serine/threonine kinase 35, opposite strand 1","NR_029452",NA
"Tgm3",332.021166273434,-0.327262333822026,0.104247442761366,-3.13928404528029,0.00169361195124804,0.00867064725922105,"Tgm3","21818","transglutaminase 3, E polypeptide","NM_001421150","ENSMUSG00000027401"
"Fastkd5",276.32310009214,0.811512531425607,0.0922323513490026,8.7985670923089,1.38574145341584e-18,7.72136880914314e-17,"Fastkd5","380601","FAST kinase domains 5","NM_001146084","ENSMUSG00000079043"
"Lzts3",2099.49560215521,0.264150577233567,0.0856098224344743,3.08551717223509,0.00203198490112383,0.0101507585179062,"Lzts3","241638","leucine zipper, putative tumor suppressor family member 3","NM_001291027","ENSMUSG00000037703"
"Slc4a11",42.7349331668371,0.920386963055927,0.274012847718461,3.35891900952612,0.000782479964926058,0.00442116151100919,"Slc4a11","269356","solute carrier family 4, sodium bicarbonate transporter-like, member 11","NM_001081162","ENSMUSG00000074796"
"Dnaaf9",4276.36429761143,-0.106450867900886,0.0478422108712532,-2.22504073207137,0.0260785038712832,0.0856982585488256,"Dnaaf9","228602","dynein axonemal assembly factor 9","NM_001311147","ENSMUSG00000027309"
"Gm14057",85.7139333033163,0.526480392944698,0.187334986086537,2.81036876209282,0.00494847657672411,0.0218114568315857,"Gm14057","100043766","Ppp1r14c pseudogene","NR_024097",NA
"Adam33",227.939039289885,-0.744696370799706,0.130139217494215,-5.72230558273341,1.05088069441644e-08,1.75831492203635e-07,"Adam33","110751","a disintegrin and metallopeptidase domain 33","NM_001163529","ENSMUSG00000027318"
"Spef1",440.312740546713,-0.212218905083354,0.0975381859010956,-2.17575202083977,0.0295738080610536,0.0944517492851134,"Spef1","70997","sperm flagellar 1","NM_027641","ENSMUSG00000027329"
"Rnf24",670.521151570093,0.628263945941944,0.066364257782685,9.4669023196077,2.88265429645316e-21,1.99522466714272e-19,"Rnf24","51902","ring finger protein 24","NM_178607","ENSMUSG00000048911"
"5330413P13Rik",107.579714335392,-0.710665627622723,0.181152728849487,-3.92301916805895,8.74461911270192e-05,0.000643195957069179,"5330413P13Rik","414081","RIKEN cDNA 5330413P13 gene","NR_029381","ENSMUSG00000086822"
"Prnp",7803.32906573995,0.111771384297218,0.0502842975338419,2.22278901722738,0.0262300300116726,0.0860844418923554,"Prnp","19122","prion protein","NM_001278256","ENSMUSG00000079037"
"Tmem230",574.251060623451,-0.250971794709456,0.0997375100196629,-2.51632304295523,0.0118586433577675,0.0452267115058722,"Tmem230","70612","transmembrane protein 230","NM_001141971","ENSMUSG00000027341"
"Pcna",1168.19396646286,0.467439482633787,0.0823677579812271,5.67502981858901,1.38664499551255e-08,2.26320129085775e-07,"Pcna","18538","proliferating cell nuclear antigen","NM_011045","ENSMUSG00000027342"
"Shld1",120.29008676688,-0.542881203319998,0.124494019166288,-4.36070107588754,1.29646380841971e-05,0.000115090391890726,"Shld1","73747","shieldin complex subunit 1","NM_001358260","ENSMUSG00000044991"
"Chgb",47602.5904400264,0.314155921596179,0.0875090951717029,3.58998022982375,0.000330703042775768,0.00210252142624465,"Chgb","12653","chromogranin B","NM_007694","ENSMUSG00000027350"
"Trmt6",1234.05169261203,-0.191362135127277,0.0561962394763018,-3.40524805415094,0.000661039789588296,0.00383277618838842,"Trmt6","66926","tRNA methyltransferase 6","NM_001356442","ENSMUSG00000037376"
"Lrrn4",43.5048947919577,1.03905639530853,0.233820350956642,4.44382360670224,8.83740680745619e-06,8.15572975111022e-05,"Lrrn4","320974","leucine rich repeat neuronal 4","NM_177303","ENSMUSG00000043110"
"Bmp2",188.211271288697,1.1855074172429,0.130969456826625,9.05178540071559,1.40649505901932e-19,8.59368481060806e-18,"Bmp2","12156","bone morphogenetic protein 2","NM_007553","ENSMUSG00000027358"
"Gm52526",9.71266702583603,2.50571243578843,0.427624573915247,5.85960814376644,4.63960663851353e-09,8.14759068660269e-08,"Gm52526","115489475","predicted gene, 52526","XR_003953908",NA
"Tmx4",7925.44117646856,0.319090610804774,0.113786339717139,2.80429629424762,0.00504265410724926,0.0221604137218129,"Tmx4","52837","thioredoxin-related transmembrane protein 4","NM_029148","ENSMUSG00000034723"
"Pak5",1035.36857288008,0.849575582048748,0.194204562498796,4.37464275358625,1.21631505895486e-05,0.000108683240189719,"Pak5","241656","p21 (RAC1) activated kinase 5","NM_001360382","ENSMUSG00000039913"
"Ankef1",28.4000910465118,-0.68553321025672,0.272968901462774,-2.51139674366976,0.0120254460412549,0.0457348955580587,"Ankef1","319196","ankyrin repeat and EF-hand domain containing 1","NM_175667","ENSMUSG00000074771"
"Snap25",29547.1312204809,0.331289338737789,0.148449092654658,2.23166967755389,0.0256368027457378,0.0846076565192268,"Snap25","20614","synaptosomal-associated protein 25","NM_001291056","ENSMUSG00000027273"
"Gm46767",7.97843017598699,-1.28038825637206,0.510146468650984,-2.50984439774303,0.012078437138432,0.0458871843172976,"Gm46767","108168797","predicted gene, 46767","XR_001783485",NA
"Mkks",597.952272056133,-0.425880956748833,0.111059202314545,-3.83472011209517,0.000125707356340494,0.000892748956712308,"Mkks","59030","McKusick-Kaufman syndrome","NM_001141946","ENSMUSG00000027274"
"Btbd3",5587.15283869825,1.19177016964935,0.118588608199434,10.0496176466218,9.22245503992448e-24,7.63610658188887e-22,"Btbd3","228662","BTB domain containing 3","NM_001025431","ENSMUSG00000062098"
"Ism1",1476.04802314099,1.62439936332121,0.0835617900775477,19.4394993431056,3.57638708691169e-84,7.92125034912353e-81,"Ism1","319909","isthmin 1, angiogenesis inhibitor","NM_001126490","ENSMUSG00000074766"
"Pcsk2",5103.88486179007,-0.15095073637629,0.0554655843429567,-2.7215207081012,0.00649823136169315,0.0274999191540103,"Pcsk2","18549","proprotein convertase subtilisin/kexin type 2","NM_008792","ENSMUSG00000027419"
"Bfsp1",57.3525889707476,-0.400357840899231,0.176579446627605,-2.26729581808895,0.0233721607691215,0.0785231923906075,"Bfsp1","12075","beaded filament structural protein 1, in lens-CP94","NM_001291061","ENSMUSG00000027420"
"Rrbp1",4294.66395855087,-0.25452252115123,0.064328313966548,-3.95661731914171,7.60185625507832e-05,0.000569544570755741,"Rrbp1","81910","ribosome binding protein 1","NM_024281","ENSMUSG00000027422"
"Snx5",2541.1746137994,0.284779557260014,0.09560741481784,2.97863463626333,0.00289535796072145,0.013809361979583,"Snx5","69178","sorting nexin 5","NM_001199188","ENSMUSG00000027423"
"Mgme1",163.367473049668,-0.300337463435799,0.0983498531312196,-3.05376626272217,0.0022598807934784,0.0111446779236414,"Mgme1","74528","mitochondrial genome maintenance exonuclease 1","NM_001289630","ENSMUSG00000027424"
"Ovol2",302.323063045844,0.414073789986884,0.146716680917167,2.82226797524586,0.00476853134805984,0.0211339687234298,"Ovol2","107586","ovo like zinc finger 2","NM_026924","ENSMUSG00000037279"
"Kat14",1494.80737064054,-0.216124106757882,0.0813749856124631,-2.65590347121095,0.00790962516006383,0.0323969396403583,"Kat14","228714","lysine acetyltransferase 14","NM_001166640","ENSMUSG00000027425"
"Gm46768",34.8408281812245,-0.73387013474131,0.219570139558721,-3.3423039044207,0.000830860386258292,0.00465886556459199,"Gm46768","108168801","predicted gene, 46768","XR_003953921",NA
"Gm52529",17.1751326101752,0.887260069978128,0.360925026755854,2.45829467120414,0.0139598578467517,0.0518020358505953,"Gm52529","115489481","predicted gene, 52529","XR_003953927",NA
"Nkx2-2",421.592725443888,0.484771253329211,0.13927233665966,3.48074330449303,0.000500024453055426,0.00301153408690996,"Nkx2-2","18088","NK2 homeobox 2","NM_001077632","ENSMUSG00000027434"
"Pax1",17.2781252547901,1.89106578308182,0.511930043328053,3.69399258302564,0.000220760243458456,0.00147442546318899,"Pax1","18503","paired box 1","NM_008780","ENSMUSG00000037034"
"Sstr4",933.1138671525,0.416430059317442,0.0837385457993797,4.97297935308219,6.59316854524625e-07,7.71117844575699e-06,"Sstr4","20608","somatostatin receptor 4","NM_009219","ENSMUSG00000037014"
"Gzf1",1896.76462398693,0.668909604535289,0.0877773484535729,7.62052643785529,2.52643212052954e-14,8.64205612812026e-13,"Gzf1","74533","GDNF-inducible zinc finger protein 1","NM_001355689","ENSMUSG00000027439"
"Acss1",715.945077021626,0.25163825530643,0.0899589525522913,2.79725639491142,0.00515386161162631,0.0225875028187996,"Acss1","68738","acyl-CoA synthetase short-chain family member 1","NM_080575","ENSMUSG00000027452"
"Gins1",35.8931665402409,-0.587938791662613,0.23756336625427,-2.47487144559707,0.0133284141843737,0.0498872350935611,"Gins1","69270","GINS complex subunit 1","NM_001163476","ENSMUSG00000027454"
"Nsfl1c",3320.14566656858,-0.175184125189645,0.0649779722900237,-2.69605404748128,0.00701662807981711,0.029288017184047,"Nsfl1c","386649","NSFL1 (p97) cofactor (p47)","NM_001291074","ENSMUSG00000027455"
"Tmem74b",213.92748398423,0.42014497525814,0.113416264246032,3.70445083913828,0.000211849186839607,0.00142241596878022,"Tmem74b","108832","transmembrane protein 74B","NM_001160363","ENSMUSG00000044364"
"Scrt2",1165.76790067668,0.554807622954382,0.124416051761504,4.45929295375734,8.22304641963461e-06,7.64049079756191e-05,"Scrt2","545474","scratch family zinc finger 2","NM_001160410","ENSMUSG00000060257"
"Srxn1",5557.63383587175,0.622450676554936,0.121778331258067,5.11134181364225,3.19878608742759e-07,3.96636043968715e-06,"Srxn1","76650","sulfiredoxin 1 homolog (S. cerevisiae)","NM_029688","ENSMUSG00000032802"
"Trib3",286.731956289088,1.08415363222954,0.145213764231335,7.4659150802152,8.27226858064061e-14,2.67964034699033e-12,"Trib3","228775","tribbles pseudokinase 3","NM_144554","ENSMUSG00000032715"
"Gm14164",6.98177336191443,2.08815580306271,0.59366241745077,3.51741282870727,0.000435775457072177,0.00266971711242424,"Gm14164","791417","predicted gene 14164","NR_033505","ENSMUSG00000068062"
"Sox12",3109.67582608721,-0.412638082244487,0.0798494132719196,-5.16770337233772,2.36988032845948e-07,3.00586324552423e-06,"Sox12","20667","SRY (sex determining region Y)-box 12","NM_011438","ENSMUSG00000051817"
"Zcchc3",621.508040595109,0.309652792197579,0.0896741855610734,3.45308731002288,0.000554209592781342,0.00329531536056799,"Zcchc3","67917","zinc finger, CCHC domain containing 3","NM_175126","ENSMUSG00000074682"
"H13",3943.94809269413,-0.199405370004685,0.0836440036829816,-2.38397686892715,0.0171266788382943,0.0610230489313769,"H13","14950","histocompatibility 13","NM_001159551","ENSMUSG00000019188"
"Id1",293.786287653569,0.4210344372842,0.10862381493907,3.87607853324217,0.000106153434963208,0.000766164038335271,"Id1","15901","inhibitor of DNA binding 1, HLH protein","NM_001355113","ENSMUSG00000042745"
"Cox4i2",13.3095022352501,1.32936747049121,0.43872874936326,3.03004412731229,0.00244518010496839,0.0119355774875854,"Cox4i2","84682","cytochrome c oxidase subunit 4I2","NM_053091","ENSMUSG00000009876"
"Bcl2l1",3472.50735157785,-0.353508328177953,0.0897602604078063,-3.93836121432652,8.20400252411313e-05,0.000608393892657538,"Bcl2l1","12048","BCL2-like 1","NM_001289716","ENSMUSG00000007659"
"Xkr7",727.191266601613,0.242838049120988,0.103738115860153,2.34087584016228,0.0192385638184185,0.0670643541803181,"Xkr7","228787","X-linked Kx blood group related 7","NM_001011732","ENSMUSG00000042631"
"Tm9sf4",4853.98950553309,-0.181155946378088,0.0812583411631517,-2.22938277824748,0.0257884471070672,0.0849656925046717,"Tm9sf4","99237","transmembrane 9 superfamily member 4","NM_133847","ENSMUSG00000068040"
"Plagl2",236.503785458382,0.346622569497197,0.0938006089142432,3.69531257322749,0.000219616438575051,0.00146789274806161,"Plagl2","54711","pleiomorphic adenoma gene-like 2","NM_018807","ENSMUSG00000051413"
"Pofut1",657.888955354974,-0.226640706599973,0.0691054064164082,-3.2796378511155,0.00103940416767621,0.00564771617511647,"Pofut1","140484","protein O-fucosyltransferase 1","NM_001039055","ENSMUSG00000046020"
"Kif3b",7045.20328753873,-0.112937284986446,0.0470577249792431,-2.39997333139803,0.0163962663490481,0.0589779625332488,"Kif3b","16569","kinesin family member 3B","NM_008444","ENSMUSG00000027475"
"Asxl1",2474.67301296648,0.272025985992432,0.0564798240659122,4.81633911739839,1.46215949955731e-06,1.59532045398127e-05,"Asxl1","228790","ASXL transcriptional regulator 1","NM_001039939","ENSMUSG00000042548"
"Nol4l",2289.88987418469,-0.340709762181183,0.0881641991624674,-3.8644910906901,0.000111321052932581,0.000798905523253302,"Nol4l","329540","nucleolar protein 4-like","NM_001001986","ENSMUSG00000061411"
"Commd7",643.728657409248,-0.2338400141027,0.0916589678208838,-2.55119624039036,0.0107353859686445,0.0417241289709174,"Commd7","99311","COMM domain containing 7","NM_001195390","ENSMUSG00000056941"
"Mapre1",8028.8902393784,0.185543291176622,0.0839172076699857,2.21102794442699,0.0270339020054605,0.0881729013655123,"Mapre1","13589","microtubule-associated protein, RP/EB family, member 1","NM_007896","ENSMUSG00000027479"
"Cdk5rap1",431.207976870702,-0.565230903144823,0.10309073393202,-5.48284876425021,4.18530796902921e-08,6.22143220664669e-07,"Cdk5rap1","66971","CDK5 regulatory subunit associated protein 1","NM_025876","ENSMUSG00000027487"
"Necab3",2601.13272668053,-0.20224350023912,0.0889544802416695,-2.27356171032274,0.0229923518315763,0.0775412032934337,"Necab3","56846","N-terminal EF-hand calcium binding protein 3","NM_001379147","ENSMUSG00000027489"
"Gm39963",6.45974998641594,-2.04750997779872,0.546921631072432,-3.74369902646538,0.000181330844201424,0.00124102017319623,"Gm39963","105244332","predicted gene, 39963","XR_866872",NA
"Pxmp4",783.237433205374,-0.369397053558307,0.111918004160161,-3.30060436951395,0.000964768223536081,0.00529740568727481,"Pxmp4","59038","peroxisomal membrane protein 4","NM_001418211","ENSMUSG00000000876"
"9030607L20Rik",36.3218385034946,1.78857245145532,0.287084414834657,6.23012730414303,4.66056299519493e-10,9.43777322421246e-09,"9030607L20Rik","105244333","RIKEN cDNA 9030607L20 gene","XR_866878",NA
"Pigu",595.385930937026,-0.451279413371636,0.0912307740291568,-4.94657003816947,7.55325588473676e-07,8.71329043109705e-06,"Pigu","228812","phosphatidylinositol glycan anchor biosynthesis, class U","NM_001004721","ENSMUSG00000038383"
"Ncoa6",4912.39520420543,-0.151290524354784,0.0441399909884267,-3.42751597739229,0.000609130457604353,0.00358339395029599,"Ncoa6","56406","nuclear receptor coactivator 6","NM_001242558","ENSMUSG00000038369"
"Myh7b",426.950347037125,-0.328932844114123,0.0960246771607191,-3.42550325437262,0.000613661582395205,0.00360645757162873,"Myh7b","668940","myosin, heavy chain 7B, cardiac muscle, beta","NM_001085378","ENSMUSG00000074652"
"Edem2",535.139629800226,-0.196600007649768,0.0759613042812416,-2.58815997842625,0.00964901562288738,0.0381979243630663,"Edem2","108687","ER degradation enhancer, mannosidase alpha-like 2","NM_145537","ENSMUSG00000038312"
"Procr",38.3360465274513,2.49588631229393,0.258628846113292,9.65045604851291,4.89376064701941e-22,3.56841748578341e-20,"Procr","19124","protein C receptor, endothelial","NM_001420719","ENSMUSG00000027611"
"Mmp24",5385.55413361552,-0.185694164172731,0.0805280812927375,-2.30595540327965,0.0211131243774746,0.0725569144384158,"Mmp24","17391","matrix metallopeptidase 24","NM_010808","ENSMUSG00000027612"
"Gdf5",10.8509329133648,1.21118067424426,0.417975862200382,2.89772875368484,0.00375875515672092,0.0172230107633664,"Gdf5","14563","growth differentiation factor 5","NM_008109","ENSMUSG00000038259"
"Cep250",1063.78129068522,-0.361585524954043,0.0698345017379604,-5.17774904889876,2.24579037629403e-07,2.85665180743388e-06,"Cep250","16328","centrosomal protein 250","NM_001129999","ENSMUSG00000038241"
"Spag4",89.40204058435,1.08019271831841,0.185022365866669,5.83817374325883,5.27761067997919e-09,9.16803761162267e-08,"Spag4","245865","sperm associated antigen 4","NM_139151","ENSMUSG00000038180"
"Phf20",2993.46367634368,-0.304629239841343,0.101999493729204,-2.98657599860345,0.00282120705564117,0.0135141843251976,"Phf20","228829","PHD finger protein 20","NM_172674","ENSMUSG00000038116"
"Aar2",1313.0109340946,-0.314780881642492,0.119293745998405,-2.63870397402644,0.00832236176582133,0.0337368858678994,"Aar2","68295","AAR2 splicing factor homolog","NM_001164818","ENSMUSG00000027628"
"Gm14230",43.0644736556292,-0.644715696338104,0.244000383083845,-2.64227329559791,0.00823515756336817,0.0334829639433962,"Gm14230","100504361","predicted gene 14230","XR_004940982","ENSMUSG00000087179"
"5430405H02Rik",51.3125360281707,-0.432047902627915,0.175987778502043,-2.45498810375006,0.0140889250720735,0.0522262894041988,"5430405H02Rik","74487","RIKEN cDNA 5430405H02 gene","NR_015591","ENSMUSG00000085741"
"Ctnnbl1",1348.29139458811,-0.457919342505181,0.0888846275404866,-5.15183958324628,2.57943637023214e-07,3.24609609688518e-06,"Ctnnbl1","66642","catenin, beta like 1","NM_025680","ENSMUSG00000027649"
"Vstm2l",5568.09059409726,-0.230694066317825,0.104631150578065,-2.20483159215291,0.027465914266799,0.089296978879525,"Vstm2l","277432","V-set and transmembrane domain containing 2-like","NM_198627","ENSMUSG00000037843"
