"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","refseq","ensembl"
"Nrsn2",261.08240659828,0.478479942928081,0.139618809786264,3.42704499243737,0.000610187959195115,0.0101807160536518,"Nrsn2","228777","neurensin 2","NM_001009948","ENSMUSG00000059361"
"Tpx2",328.288451993969,0.352678857406295,0.103118675435795,3.42012594630237,0.000625921495376891,0.0103887694292823,"Tpx2","72119","TPX2, microtubule-associated","NM_001141975","ENSMUSG00000027469"
"Xkr7",727.191266601613,0.251192200526888,0.10345090104671,2.42812965363609,0.0151769166045772,0.0990131757424532,"Xkr7","228787","X-linked Kx blood group related 7","NM_001011732","ENSMUSG00000042631"
"Efcab8",55.932306348095,0.467373751328871,0.169859921111921,2.75152459903074,0.00593185645353119,0.0527643396084936,"Efcab8","100504221","EF-hand calcium binding domain 8","NM_001370916","ENSMUSG00000044083"
"Snta1",1372.64841490693,-0.349068626356392,0.130169586187632,-2.68164504919935,0.00732611467011258,0.0609443313801525,"Snta1","20648","syntrophin, acidic 1","NM_009228","ENSMUSG00000027488"
"Pxmp4",783.237433205374,-0.417654607289081,0.111734051751662,-3.73793486176758,0.000185537998418921,0.00412490312921563,"Pxmp4","59038","peroxisomal membrane protein 4","NM_021534","ENSMUSG00000000876"
"Myh7b",426.950347037125,-0.32768272332239,0.0954509009588212,-3.4329976986153,0.000596947164898957,0.00999261375031953,"Myh7b","668940","myosin, heavy chain 7B, cardiac muscle, beta","NM_001085378","ENSMUSG00000074652"
"Mmp24",5385.55413361552,-0.343155629295385,0.0805311465512027,-4.26115414955879,2.0337389105082e-05,0.000774963865705265,"Mmp24","17391","matrix metallopeptidase 24","NM_010808","ENSMUSG00000027612"
"BC029722",1234.22954069855,-0.294075500211468,0.0960610273125729,-3.06134036287761,0.00220348456391641,0.0267604818286736,"BC029722","613262","cDNA sequence BC029722","NM_001384169","ENSMUSG00000074649"
"Cnbd2",308.891210563504,0.319218551067529,0.108875065446126,2.93197115206774,0.00336818032213236,0.0360608985666848,"Cnbd2","70873","cyclic nucleotide binding domain containing 2","NM_001316755","ENSMUSG00000038085"
"Gm14169",245.304415169118,-0.411349700245811,0.103682360690135,-3.9674029170224,7.2660094975313e-05,0.00203712693491704,"Gm14169","100504350","predicted gene 14169","NR_040372","ENSMUSG00000086118"
"Vstm2l",5568.09059409726,-0.353632932892366,0.104624118186228,-3.38003262558361,0.000724772258647819,0.011548776664551,"Vstm2l","277432","V-set and transmembrane domain containing 2-like","NM_198627","ENSMUSG00000037843"
"D630003M21Rik",146.224314008188,-0.6654741181496,0.167779332287005,-3.96636527919443,7.29769936083193e-05,0.00204277938348469,"D630003M21Rik","228846","RIKEN cDNA D630003M21 gene","NM_001131021","ENSMUSG00000037813"
"Gm54127",28.3043578949122,1.04528953096405,0.369569124958522,2.82840058969041,0.00467812277268184,0.0452749794924049,"Gm54127","118568531","predicted gene, 54127","XR_004940986",NA
"Mafb",1350.43818026277,-0.397258702355441,0.0897689947335484,-4.42534422418989,9.62886192500551e-06,0.000411117601082344,"Mafb","16658","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)","NM_010658","ENSMUSG00000074622"
"Zhx3",3788.92626811351,-0.193433701694861,0.0651573898304734,-2.96871471061283,0.00299048097845737,0.0331799201360589,"Zhx3","320799","zinc fingers and homeoboxes 3","NM_177263","ENSMUSG00000035877"
"Lpin3",93.1456603558428,0.438851825172229,0.156093396090903,2.8114695186506,0.00493157632036331,0.0468790776934107,"Lpin3","64899","lipin 3","NM_001199118","ENSMUSG00000027412"
"Emilin3",11.9695508809362,-0.986781672488993,0.405547572518103,-2.43320818409028,0.0149656933942137,0.0980389394995976,"Emilin3","280635","elastin microfibril interfacer 3","NM_001291145","ENSMUSG00000050700"
"Ptprt",5882.41204927915,0.371514942957741,0.13797347370195,2.69265484871597,0.00708856097985186,0.059611870907449,"Ptprt","19281","protein tyrosine phosphatase, receptor type, T","NM_001291149","ENSMUSG00000053141"
"Gm35886",30.2604957069273,0.670171893382923,0.254964022257313,2.62849592444293,0.00857633831487542,0.0682984892590012,"Gm35886","102639619","predicted gene, 35886","XR_375201",NA
"Kcns1",943.446642851512,-0.415127600069689,0.148934585374529,-2.78731497473041,0.00531467942470166,0.0490984383348742,"Kcns1","16538","K+ voltage-gated channel, subfamily S, 1","NM_008435","ENSMUSG00000040164"
"Dbndd2",3474.97711848122,-0.228350292450697,0.0554791654382326,-4.11596480673324,3.85563139184405e-05,0.00125354004829513,"Dbndd2","52840","dysbindin (dystrobrevin binding protein 1) domain containing 2","NM_001048227","ENSMUSG00000017734"
"Tnnc2",125.248662070992,0.869286430284893,0.260786879024982,3.33332119136875,0.000858158119745501,0.0131423541259901,"Tnnc2","21925","troponin C2, fast","NM_009394","ENSMUSG00000017300"
"Mmp9",87.3494898812725,-0.515163457950145,0.175527866875419,-2.93493829282266,0.0033361402558112,0.0358913595584206,"Mmp9","17395","matrix metallopeptidase 9","NM_013599","ENSMUSG00000017737"
"Gm36690",26.3302819257069,-0.766268451098808,0.262757732816319,-2.91625461555671,0.00354261267329117,0.0373417929554112,"Gm36690","102640677","predicted gene, 36690","XR_375214",NA
"Gm36748",13.527249010546,1.16052261081641,0.387932189797601,2.99156048747049,0.00277555546167955,0.031451860854985,"Gm36748","102640756","predicted gene, 36748","XR_375215",NA
"Slc13a3",574.201879179733,-0.610408126584609,0.127809893748917,-4.77590668985107,1.78899338384337e-06,0.000101926603756658,"Slc13a3","114644","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3","NM_054055","ENSMUSG00000018459"
"Eya2",50.542619237216,-0.686943170428543,0.201360241324002,-3.41151344432094,0.000646033153786265,0.0106290331461565,"Eya2","14049","EYA transcriptional coactivator and phosphatase 2","NM_001271962","ENSMUSG00000017897"
"Ptgis",93.5464965166156,-0.375970156038864,0.142372110525124,-2.64075706015834,0.00827210121636041,0.0664129413016267,"Ptgis","19223","prostaglandin I2 (prostacyclin) synthase","NM_008968","ENSMUSG00000017969"
"Kcng1",1433.6399264253,0.855568727927162,0.0981975114928356,8.71273329558441,2.96633992975493e-18,4.77823429230251e-15,"Kcng1","241794","potassium voltage-gated channel, subfamily G, member 1","NM_001081134","ENSMUSG00000074575"
"Nfatc2",1040.61353030223,-0.266574145616069,0.102408352249797,-2.60305082309922,0.00923982553709622,0.0711921726637701,"Nfatc2","18019","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2","NM_001037177","ENSMUSG00000027544"
"Gm14637",213.326161370393,-2.20632844998625,0.22849874859866,-9.65575725695326,4.64713060467982e-22,1.64685014368644e-18,"Gm14637","102638221","predicted gene 14637","NR_166525",NA
"Cbln4",397.749944656753,0.724065415161637,0.141106183639809,5.13135141554041,2.8766926094018e-07,2.18764447836869e-05,"Cbln4","228942","cerebellin 4 precursor protein","NM_175631","ENSMUSG00000067578"
"Fam210b",534.965610158047,0.319004953563741,0.0980764567681347,3.25261499115847,0.00114348317759205,0.0162220804033255,"Fam210b","67017","family with sequence similarity 210, member B","NM_025912","ENSMUSG00000027495"
"Cstf1",1318.53426023033,-0.299554955745274,0.120499077223022,-2.4859522798739,0.0129205289869535,0.0891159412689095,"Cstf1","67337","cleavage stimulation factor, 3' pre-RNA, subunit 1","NM_024199","ENSMUSG00000027498"
"Rbm38",107.624661514056,-0.417342834254079,0.13781184549283,-3.0283524087615,0.00245891155375464,0.0290076257130349,"Rbm38","56190","RNA binding motif protein 38","NM_019547","ENSMUSG00000027510"
"Pmepa1",4655.84704033632,0.247402869618211,0.0619741371098298,3.99203411545315,6.55089454661105e-05,0.00189356118224145,"Pmepa1","65112","prostate transmembrane protein, androgen induced 1","NM_022995","ENSMUSG00000038400"
"Zfp831",430.041411656906,-0.553395318564352,0.0926485351946816,-5.97306063610727,2.32843305734647e-09,4.16742478213355e-07,"Zfp831","100043757","zinc finger protein 831","NM_001099328","ENSMUSG00000050600"
"Sycp2",18.4241284323991,0.826970326493826,0.318641962916359,2.59529635998037,0.00945093889522321,0.0724313089465658,"Sycp2","320558","synaptonemal complex protein 2","NM_177191","ENSMUSG00000060445"
"Cdh4",6844.23637944031,-0.269448395472049,0.0995488515638214,-2.70669516764143,0.00679566248518537,0.0578294449544299,"Cdh4","12561","cadherin 4","NM_001316723","ENSMUSG00000000305"
"Hrh3",2329.98123580024,-0.480915722131105,0.0867723982284562,-5.54226611168381,2.98582077807069e-08,3.20640959797786e-06,"Hrh3","99296","histamine receptor H3","NM_133849","ENSMUSG00000039059"
"Ntsr1",1131.23122970236,-0.581746244055512,0.0862284545601873,-6.74656929690714,1.51381783786458e-11,5.25947809198481e-09,"Ntsr1","18216","neurotensin receptor 1","NM_018766","ENSMUSG00000027568"
"Col9a3",1264.97451056973,-0.195392988206328,0.0784815201712199,-2.48966874979036,0.0127862203241994,0.0885071421849006,"Col9a3","12841","collagen, type IX, alpha 3","NM_001378777","ENSMUSG00000027570"
"Dido1",4779.94092055872,-0.182507670593504,0.0740056150414017,-2.46613274535185,0.0136580707254615,0.0922874106389239,"Dido1","23856","death inducer-obliterator 1","NM_001291432","ENSMUSG00000038914"
"Nkain4",518.13990376328,-0.478689695070079,0.121478763174295,-3.94052163984634,8.13046154723205e-05,0.0022300874327462,"Nkain4","58237","Na+/K+ transporting ATPase interacting 4","NM_001141933","ENSMUSG00000027574"
"Col20a1",608.886251783514,-0.344199750704472,0.0697735858290463,-4.93309533421147,8.09366258063487e-07,5.2724855612599e-05,"Col20a1","73368","collagen, type XX, alpha 1","NM_028518","ENSMUSG00000016356"
"Zfhx4",232.866175214521,0.575630995077909,0.237571855997095,2.42297637766044,0.0153939276468106,0.0999505327863087,"Zfhx4","80892","zinc finger homeodomain 4","NM_001368671","ENSMUSG00000025255"
"Zc2hc1a",1619.06462811678,0.484519402029371,0.172977112085098,2.80106076572145,0.00509349269854317,0.0478027527147704,"Zc2hc1a","67306","zinc finger, C2HC-type containing 1A","NM_173181","ENSMUSG00000043542"
"Fabp5",12518.3159992801,-0.303340443450176,0.0946956156783071,-3.20332088531597,0.00135852517611281,0.0186602384461572,"Fabp5","16592","fatty acid binding protein 5, epidermal","NM_001272097","ENSMUSG00000027533"
"Cyp7b1",312.458417441161,-0.32729643587719,0.104944229166863,-3.1187654478531,0.00181610470341088,0.023018282717981,"Cyp7b1","13123","cytochrome P450, family 7, subfamily b, polypeptide 1","NM_007825","ENSMUSG00000039519"
"Gyg",982.603437538478,-0.220440121220665,0.0844797410781169,-2.60938443237921,0.00907052783663602,0.0704915275163832,"Gyg","27357","glycogenin","NM_001355261","ENSMUSG00000019528"
"Gm31610",41.5168540002184,1.22604847674474,0.324099647382647,3.78293678085128,0.000154988790062186,0.00361348206725246,"Gm31610","102633894","predicted gene, 31610","XR_389615",NA
"Tbl1xr1",2016.64774947449,0.528064965376962,0.146057756596631,3.61545307610964,0.000299822782077073,0.00593464863821743,"Tbl1xr1","81004","transducin (beta)-like 1X-linked receptor 1","NM_030732","ENSMUSG00000027630"
"A830092H15Rik",41.2447392145627,0.681259289638313,0.246431224987485,2.76450068238273,0.00570099879265077,0.0511732510673653,"A830092H15Rik","100379095","RIKEN cDNA A830092H15 gene","XR_389623",NA
"Egfem1",69.2563362777963,0.473521293444966,0.174233307916838,2.71774265843004,0.00657289382007594,0.0567292282503291,"Egfem1","75740","EGF-like and EMI domain containing 1","NM_001167748","ENSMUSG00000063600"
"4930429B21Rik",1722.17340709387,-0.408937188797826,0.0862283033138267,-4.74249374140536,2.11103352816948e-06,0.000116527735469268,"4930429B21Rik","67576","RIKEN cDNA 4930429B21 gene","NM_026249",NA
"Zfp639",815.177264540159,0.314796124100918,0.0835209120157209,3.7690695240692,0.000163857245830915,0.00374492529915806,"Zfp639","67778","zinc finger protein 639","NM_001161818","ENSMUSG00000027667"
"Pex5l",7092.3252284218,0.286576190281172,0.0811741349164354,3.53038798105071,0.000414950686798975,0.00757908274928434,"Pex5l","58869","peroxisomal biogenesis factor 5-like","NM_001163516","ENSMUSG00000027674"
"Sox2",1927.37967306206,0.134756865089015,0.0547520673007499,2.46121967137429,0.0138465557589879,0.0928641640777846,"Sox2","20674","SRY (sex determining region Y)-box 2","NM_011443","ENSMUSG00000074637"
"Qrfpr",32.7951587689928,-0.738007527518573,0.272281758615943,-2.71045526982784,0.00671909106246649,0.0575982460260492,"Qrfpr","229214","pyroglutamylated RFamide peptide receptor","NM_198192","ENSMUSG00000058400"
"Anxa5",1260.55743236747,0.244826882751646,0.0787065881106983,3.1106275678893,0.00186690237241206,0.0235777926847964,"Anxa5","11747","annexin A5","NM_009673","ENSMUSG00000027712"
"Smim43",2128.7925734513,0.274035136190771,0.0572302507295996,4.78829172853928,1.68207008652747e-06,9.83650160500999e-05,"Smim43","100503068","small integral membrane protein 43","NM_001384269","ENSMUSG00000085007"
"Ccna2",107.419644068799,0.632118227267961,0.175244999788762,3.60705428417306,0.000309692888383333,0.00609716476584919,"Ccna2","12428","cyclin A2","NM_009828","ENSMUSG00000027715"
"Trpc3",2212.22232424885,-0.222788799095548,0.0659435592740281,-3.37847701198157,0.000728885261895952,0.0115884035010826,"Trpc3","22065","transient receptor potential cation channel, subfamily C, member 3","NM_019510","ENSMUSG00000027716"
"Ankrd50",6544.73314578388,0.253789431006961,0.0598518807079054,4.24029166678199,2.23229536611123e-05,0.000836237665795452,"Ankrd50","99696","ankyrin repeat domain 50","NM_001033198","ENSMUSG00000044864"
"C230034O21Rik",332.871621154502,0.470937051403494,0.154356645910628,3.05096711984897,0.00228105552764005,0.0274578959879444,"C230034O21Rik","102632538","RIKEN cDNA C230034O21 gene","XR_001783814",NA
"Fat4",3262.02991403804,0.422051259668771,0.0684234103694698,6.16822893494781,6.9059110439786e-10,1.47428720226815e-07,"Fat4","329628","FAT atypical cadherin 4","NM_183221","ENSMUSG00000046743"
"Gm2011",28.0922800557588,-0.62879307780714,0.250319985856108,-2.51195714819428,0.0120063666823587,0.0849943313003254,"Gm2011","100039027","predicted gene 2011","NR_038067","ENSMUSG00000107741"
"2610316D01Rik",51.0440210969995,0.636803507362038,0.227387984270504,2.80051520490409,0.00510211038237148,0.0478076646563936,"2610316D01Rik","72511","RIKEN cDNA 2610316D01 gene","NR_045172","ENSMUSG00000097040"
"Slc7a11",2334.2493898365,0.440499245989757,0.161578598958642,2.72622271036344,0.0064063755827362,0.0557537175591861,"Slc7a11","26570","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11","NM_011990","ENSMUSG00000027737"
"Elf2",946.445718140913,0.215243235223737,0.0736944119993083,2.92075381815595,0.00349185630893424,0.0368725875673456,"Elf2","69257","E74-like factor 2","NM_001291059","ENSMUSG00000037174"
"Mgarp",29.3734482916388,2.687569026771,0.481346284667601,5.58344192606977,2.35804541501695e-08,2.64444346257502e-06,"Mgarp","67749","mitochondria localized glutamic acid rich protein","NM_026358","ENSMUSG00000037161"
"Maml3",3966.44495984093,-0.294672053297435,0.0718555708120712,-4.10089363938268,4.11557702879263e-05,0.00131631605366745,"Maml3","433586","mastermind like transcriptional coactivator 3","NM_001004176","ENSMUSG00000061143"
"Nhlrc3",193.469359743225,0.295426646533612,0.111552470647015,2.6483200669614,0.00808928983103452,0.0653999582346185,"Nhlrc3","212114","NHL repeat containing 3","NM_172501","ENSMUSG00000042997"
"Proser1",1294.13333894842,-0.17076210145604,0.0600616387237735,-2.84311425869319,0.00446750514797239,0.0438072627099739,"Proser1","212127","proline and serine rich 1","NM_173382","ENSMUSG00000049504"
"Sertm1",5550.66843003563,-0.299356892788257,0.0826546573067724,-3.6217788875126,0.000292584154762019,0.00583817414214888,"Sertm1","329641","serine rich and transmembrane domain containing 1","NM_177854","ENSMUSG00000056306"
"Ccna1",39.2577719827014,-0.566526559610709,0.203311475729059,-2.78649573310699,0.00532813195444766,0.0491458459660896,"Ccna1","12427","cyclin A1","NM_001305221","ENSMUSG00000027793"
"Gm31443",46.8326739816225,0.955504475563368,0.372302612202928,2.56647266026315,0.0102738724015559,0.0763602118637453,"Gm31443","102633676","predicted gene, 31443","XR_003954477",NA
"Wwtr1",749.85647617732,0.664048794029081,0.165960524559391,4.00124545154376,6.30099546151292e-05,0.00183630491089716,"Wwtr1","97064","WW domain containing transcription regulator 1","NM_001168281","ENSMUSG00000027803"
"Siah2",852.137870489007,0.200286256012659,0.0799708739644901,2.50449002347521,0.0122628063582784,0.0861465398308953,"Siah2","20439","siah E3 ubiquitin protein ligase 2","NM_009174","ENSMUSG00000036432"
"Arhgef26",1557.61165847001,-0.245938588777759,0.0916318163573719,-2.68398683508114,0.00727499708913984,0.0606614933752794,"Arhgef26","622434","Rho guanine nucleotide exchange factor (GEF) 26","NM_001081295","ENSMUSG00000036885"
"Plch1",248.965346385259,0.529563736055724,0.156154061012833,3.39129019521436,0.000695644013135869,0.0112259711008693,"Plch1","269437","phospholipase C, eta 1","NM_001177732","ENSMUSG00000036834"
"Tiparp",594.38733213808,0.699391434261512,0.264139440924933,2.64781144312437,0.0081014697829016,0.0654324008802819,"Tiparp","99929","TCDD-inducible poly(ADP-ribose) polymerase","NM_178892","ENSMUSG00000034640"
"Mlf1",210.08943988411,-0.963040504827114,0.159300671047173,-6.04542654149857,1.49015234330133e-09,2.83914079257594e-07,"Mlf1","17349","myeloid leukemia factor 1","NM_001039543","ENSMUSG00000048416"
"Lxn",1531.58244987343,-0.307192054192127,0.100840992760375,-3.04630136795755,0.00231675497010635,0.0277922421640778,"Lxn","17035","latexin","NM_016753","ENSMUSG00000047557"
"Mfsd1",1197.13020978162,-0.195040915724588,0.0735436073745542,-2.65204444937346,0.00800060086815375,0.0649096368053188,"Mfsd1","66868","major facilitator superfamily domain containing 1","NM_025813","ENSMUSG00000027775"
"Sptssb",80.6598189831599,0.506760214784519,0.14977074379679,3.38357279891789,0.000715492363254457,0.011462756948016,"Sptssb","66183","serine palmitoyltransferase, small subunit B","NM_001164210","ENSMUSG00000043461"
"Gask1b",175.652954207216,0.583110928855376,0.160816136942097,3.62594786781458,0.000287903437794392,0.00577730579193525,"Gask1b","68659","golgi associated kinase 1B","NM_133187","ENSMUSG00000027955"
"Sfrp2",338.525322493291,-0.720164389185093,0.127366722938164,-5.65425860516745,1.56520402026287e-08,1.86133221711662e-06,"Sfrp2","20319","secreted frizzled-related protein 2","NM_009144","ENSMUSG00000027996"
"Tmem131l",684.549212818573,0.279261559843348,0.0669783805190471,4.16942836896352,3.05364569317598e-05,0.00105678804760518,"Tmem131l","229473","transmembrane 131 like","NM_172681","ENSMUSG00000033767"
"Tmem154",131.258084269722,0.416040112111605,0.151798675642409,2.74073611216258,0.00613017195780255,0.0539699254125666,"Tmem154","320782","transmembrane protein 154","NM_177260","ENSMUSG00000056498"
"Fhip1a",234.22234886114,-0.618374342382293,0.137511855992478,-4.49688019930528,6.89578162198705e-06,0.000312073061849754,"Fhip1a","229488","FHF complex subunit HOOK interacting protein 1A","NM_172682","ENSMUSG00000051000"
"Arhgef11",4070.85535231073,0.225411959982352,0.0578111202994234,3.89911073881403,9.65466145636245e-05,0.00251732921540159,"Arhgef11","213498","Rho guanine nucleotide exchange factor (GEF) 11","NM_001003912","ENSMUSG00000041977"
"Lrrc71",11.127818401235,1.02551218905214,0.374182647218613,2.74067276148429,0.00613135390572247,0.0539699254125666,"Lrrc71","74485","leucine rich repeat containing 71","NM_028971","ENSMUSG00000023084"
"Nes",5356.62460389263,0.618028793296733,0.125139807335221,4.93870660709247,7.86424281995969e-07,5.1609821676617e-05,"Nes","18008","nestin","NM_016701","ENSMUSG00000004891"
"Bcan",18527.0816419126,-0.337513524435729,0.09507727717035,-3.54988630807134,0.000385397553536982,0.00718827289591767,"Bcan","12032","brevican","NM_001109758","ENSMUSG00000004892"
"Gm3764",1133.36279901814,0.386571538997721,0.093585519380173,4.13067685639857,3.61696709664011e-05,0.0011912863968436,"Gm3764","100042277","predicted gene 3764","NR_168088",NA
"Mir3093",20.3300126001899,0.873065842955541,0.326566251121127,2.67347235042886,0.00750704643695322,0.0619549864072539,"Mir3093","100526540","microRNA 3093","NR_037276","ENSMUSG00000092988"
"Paqr6",52.9147838162581,-0.974755317869962,0.239084760161667,-4.07702823555479,4.56149553857353e-05,0.00143306984836852,"Paqr6","68957","progestin and adipoQ receptor family member VI","NM_001310597","ENSMUSG00000041423"
"Sema4a",2783.81914776795,-0.333341443590235,0.107940087158946,-3.08820802691569,0.00201367457786376,0.0250388069088898,"Sema4a","20351","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","NM_001163489","ENSMUSG00000028064"
"Mex3a",321.096278875333,0.275635788405203,0.0985237333843071,2.79765878674169,0.00514744589615246,0.0480799124058647,"Mex3a","72640","mex3 RNA binding family member A","NM_001029890","ENSMUSG00000074480"
"Hcn3",1436.3646503254,0.312882343063339,0.0944910772543299,3.31123691416061,0.000928845337068368,0.0139345397863923,"Hcn3","15168","hyperpolarization-activated, cyclic nucleotide-gated K+ 3","NM_008227","ENSMUSG00000028051"
"Efna1",185.049274363858,-0.555306065981583,0.142169860427137,-3.9059338196803,9.38622002587984e-05,0.0024635160314314,"Efna1","13636","ephrin A1","NM_001162425","ENSMUSG00000027954"
"Zbtb7b",583.384718070992,0.513751849002084,0.107711965884652,4.76968222409249,1.8451676366586e-06,0.000104455352568542,"Zbtb7b","22724","zinc finger and BTB domain containing 7B","NM_001355206","ENSMUSG00000028042"
"Pbxip1",3307.55989633676,-0.244278537946809,0.0781379323910535,-3.12624778352566,0.00177052303833242,0.0226022317840145,"Pbxip1","229534","pre B cell leukemia transcription factor interacting protein 1","NM_146131","ENSMUSG00000042613"
"Adar",12144.2495344351,-0.192955459724229,0.0741276085409157,-2.6030174657223,0.00924072459684436,0.0711921726637701,"Adar","56417","adenosine deaminase, RNA-specific","NM_001038587","ENSMUSG00000027951"
"Il6ra",77.5001950889175,0.585674218595077,0.184657421524696,3.17167982613008,0.00151560001166267,0.0202373146998122,"Il6ra","16194","interleukin 6 receptor, alpha","NM_001310676","ENSMUSG00000027947"
"Atp8b2",2512.97766749325,0.166920375732764,0.0667493871690095,2.50070274518209,0.0123947164243781,0.0867042954297495,"Atp8b2","54667","ATPase, class I, type 8B, member 2","NM_001081182","ENSMUSG00000060671"
"Rab13",111.296595678813,-0.334355684035987,0.134591245743403,-2.4842305470107,0.0129831722511845,0.0893046696889511,"Rab13","68328","RAB13, member RAS oncogene family","NM_001293741","ENSMUSG00000027935"
"S100a13",465.517244477235,-0.408995042422686,0.146925993650962,-2.78368062899949,0.00537459267857778,0.0494456945336032,"S100a13","20196","S100 calcium binding protein A13","NM_009113","ENSMUSG00000042312"
"S100a16",928.987438909978,-0.278757037128546,0.10540155982769,-2.64471453348751,0.00817598602723927,0.0658800802258539,"S100a16","67860","S100 calcium binding protein A16","NM_001356605","ENSMUSG00000074457"
"S100a4",19.2178721234928,-0.898947446639995,0.292196666733813,-3.07651506325677,0.00209435720471367,0.025788683328924,"S100a4","20198","S100 calcium binding protein A4","NM_011311","ENSMUSG00000001020"
"Sprr2f",59.4046956580868,2.36028233335039,0.393876646855925,5.99244040536822,2.06715199427089e-09,3.77606867901916e-07,"Sprr2f","20760","small proline-rich protein 2F","NM_011472","ENSMUSG00000050635"
"Sprr2g",25.5036599212021,1.18620064577541,0.394436969537866,3.00732623304858,0.00263556754749587,0.0304033993320829,"Sprr2g","20761","small proline-rich protein 2G","NR_003548","ENSMUSG00000046203"
"Lce1g",14.169525663067,2.07725722386218,0.727085941387285,2.8569624381662,0.00427716450522969,0.042481545890227,"Lce1g","66195","late cornified envelope 1G","NM_025413","ENSMUSG00000027919"
"Cgn",168.579900329217,0.327508554364545,0.130342998048085,2.51266703443267,0.0119822366440705,0.0849253004385139,"Cgn","70737","cingulin","NM_001037711","ENSMUSG00000068876"
"Rfx5",515.665010556699,-0.212920607510825,0.0776595933522342,-2.74171674509161,0.00611190222124258,0.0538522105709584,"Rfx5","53970","regulatory factor X, 5 (influences HLA class II expression)","NM_001025601","ENSMUSG00000005774"
"Ctsk",220.280146703589,-0.294514441642572,0.110625226993361,-2.66227197581476,0.00776151369826166,0.0634053763114331,"Ctsk","13038","cathepsin K","NM_007802","ENSMUSG00000028111"
"Mcl1",4071.24726385751,0.140446863866031,0.0572932900346243,2.45136670945506,0.0142314883690381,0.0947642774937942,"Mcl1","17210","myeloid cell leukemia sequence 1","NM_008562","ENSMUSG00000038612"
"Ecm1",166.929768738426,0.449017448567655,0.15144103992077,2.96496543342919,0.00302716941262267,0.0333779805987935,"Ecm1","13601","extracellular matrix protein 1","NM_001252653","ENSMUSG00000028108"
"Ciart",279.510883792955,0.816746212367619,0.132577727708284,6.16050845406507,7.25117437974767e-10,1.51444437632488e-07,"Ciart","229599","circadian associated repressor of transcription","NM_001033302","ENSMUSG00000038550"
"Mtmr11",248.763059665213,0.5774272547958,0.139766291422492,4.13137709328158,3.6059647793843e-05,0.0011912863968436,"Mtmr11","194126","myotubularin related protein 11","NM_181409","ENSMUSG00000045934"
"H3c15",52.4295738253675,-0.712810508248877,0.19283649181829,-3.69645030112123,0.000218635035470346,0.00467873694867035,"H3c15","97114","H3 clustered histone 15","NM_054045","ENSMUSG00000081058"
"Txnip",273.303949830615,-0.387902275350401,0.133445815524327,-2.9068148283727,0.00365129268635478,0.0381469664560851,"Txnip","56338","thioredoxin interacting protein","NM_001009935","ENSMUSG00000038393"
"Lix1l",968.61749451623,0.195434664150558,0.0550244809368127,3.55177660603443,0.000382639574701375,0.0071668848060039,"Lix1l","280411","Lix1-like","NM_001163170","ENSMUSG00000049288"
"Acp6",407.088581456908,-0.532995256026151,0.0980554821687121,-5.43564973867642,5.45971124223495e-08,5.52803562863777e-06,"Acp6","66659","acid phosphatase 6, lysophosphatidic","NM_019800","ENSMUSG00000028093"
"Gm31305",144.842774518692,0.634631753171665,0.158424924865287,4.00588325171252,6.17861631615156e-05,0.00180956863646098,"Gm31305","102633492","predicted gene, 31305","XR_003954522",NA
"Notch2",1357.73032968886,-0.277918523474333,0.081800154991779,-3.3975305242669,0.000679970016600523,0.0110637178366801,"Notch2","18129","notch 2","NM_010928","ENSMUSG00000027878"
"Zfp697",1019.57398297511,0.190515847391797,0.073710242836819,2.58465906581755,0.00974753304469275,0.0739880848536861,"Zfp697","242109","zinc finger protein 697","NM_172863","ENSMUSG00000050064"
"Vtcn1",15.7614054017389,1.53014939841957,0.372331200954238,4.10964591336421,3.96266262795245e-05,0.00127200034609945,"Vtcn1","242122","V-set domain containing T cell activation inhibitor 1","NM_178594","ENSMUSG00000051076"
"Atp1a1",59938.8485516992,-0.170620173676048,0.069581686674711,-2.45208447552708,0.0142031313871249,0.0946110094167165,"Atp1a1","11928","ATPase, Na+/K+ transporting, alpha 1 polypeptide","NM_144900","ENSMUSG00000033161"
"Dennd2c",177.509413056647,-0.89508218089801,0.180677818593673,-4.95402361986096,7.26943764232717e-07,4.82423841140057e-05,"Dennd2c","329727","DENN/MADD domain containing 2C","NM_001356383","ENSMUSG00000007379"
"Syt6",554.36562223102,0.379277318438814,0.134827748806704,2.81305088748878,0.00490738843878334,0.0466992565772299,"Syt6","54524","synaptotagmin VI","NM_001276676","ENSMUSG00000027849"
"Bcl2l15",17.3835978467905,1.0992074913934,0.315316794479953,3.48604169088523,0.000490224597726452,0.00860881035392965,"Bcl2l15","229672","BCLl2-like 15","NM_001142959","ENSMUSG00000044165"
"Phtf1",1483.76251140978,0.313136188351912,0.0909825247174633,3.44171794885142,0.000578032610036827,0.00975201484538871,"Phtf1","18685","putative homeodomain transcription factor 1","NM_001163467","ENSMUSG00000058388"
